mep_id,display_name,first_name,last_name,country,country_code,national_party,eu_group_short,eu_group_full,eu_group_code,vote_position_raw,vote_label_en,vote_label_technical_en,vote_date,email,photo_url_ep,mep_profile_url_ep,source_url
257237,Regina DOHERTY,Regina,DOHERTY,Ireland,IRL,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,regina.doherty@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257237.jpg,https://www.europarl.europa.eu/meps/en/257237,https://howtheyvote.eu/votes/195775
197473,Christian DOLESCHAL,Christian,DOLESCHAL,Germany,DEU,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,christian.doleschal@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197473.jpg,https://www.europarl.europa.eu/meps/en/197473,https://howtheyvote.eu/votes/195775
257095,Elena DONAZZAN,Elena,DONAZZAN,Italy,ITA,,ECR,European Conservatives and Reformists,ECR,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,elena.donazzan@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257095.jpg,https://www.europarl.europa.eu/meps/en/257095,https://howtheyvote.eu/votes/195775
96787,Herbert DORFMANN,Herbert,DORFMANN,Italy,ITA,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,herbert.dorfmann@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/96787.jpg,https://www.europarl.europa.eu/meps/en/96787,https://howtheyvote.eu/votes/195775
256853,Klara DOSTALOVA,Klara,DOSTALOVA,Czechia,CZE,,PfE,Patriots for Europe,PFE,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,klara.dostalova@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256853.jpg,https://www.europarl.europa.eu/meps/en/256853,https://howtheyvote.eu/votes/195775
256851,Ondřej DOSTÁL,Ondřej,DOSTÁL,Czechia,CZE,,Non-attached,Non-attached Members,NI,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,ondrej.dostal@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256851.jpg,https://www.europarl.europa.eu/meps/en/256851,https://howtheyvote.eu/votes/195775
260724,Csaba DÖMÖTÖR,Csaba,DÖMÖTÖR,Hungary,HUN,,PfE,Patriots for Europe,PFE,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,csaba.domotor@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/260724.jpg,https://www.europarl.europa.eu/meps/en/260724,https://howtheyvote.eu/votes/195775
256949,Siegbert Frank DROESE,Siegbert Frank,DROESE,Germany,DEU,,ESN,Europe of Sovereign Nations,ESN,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,siegbert.droese@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256949.jpg,https://www.europarl.europa.eu/meps/en/256949,https://howtheyvote.eu/votes/195775
99945,Lena DÜPONT,Lena,DÜPONT,Germany,DEU,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,lena.duepont@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/99945.jpg,https://www.europarl.europa.eu/meps/en/99945,https://howtheyvote.eu/votes/195775
257076,Michał DWORCZYK,Michał,DWORCZYK,Poland,POL,,ECR,European Conservatives and Reformists,ECR,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,michal.dworczyk@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257076.jpg,https://www.europarl.europa.eu/meps/en/257076,https://howtheyvote.eu/votes/195775
237465,Matthias ECKE,Matthias,ECKE,Germany,DEU,,S&D,Progressive Alliance of Socialists and Democrats,SD,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,matthias.ecke@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/237465.jpg,https://www.europarl.europa.eu/meps/en/237465,https://howtheyvote.eu/votes/195775
28226,Christian EHLER,Christian,EHLER,Germany,DEU,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,christian.ehler@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/28226.jpg,https://www.europarl.europa.eu/meps/en/28226,https://howtheyvote.eu/votes/195775
192254,Marieke EHLERS,Marieke,EHLERS,Netherlands,NLD,,PfE,Patriots for Europe,PFE,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,marieke.ehlers@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/192254.jpg,https://www.europarl.europa.eu/meps/en/192254,https://howtheyvote.eu/votes/195775
257088,Sofie ERIKSSON,Sofie,ERIKSSON,Sweden,SWE,,S&D,Progressive Alliance of Socialists and Democrats,SD,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,sofie.eriksson@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257088.jpg,https://www.europarl.europa.eu/meps/en/257088,https://howtheyvote.eu/votes/195775
257091,Dick ERIXON,Dick,ERIXON,Sweden,SWE,,ECR,European Conservatives and Reformists,ECR,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,dick.erixon@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257091.jpg,https://www.europarl.europa.eu/meps/en/257091,https://howtheyvote.eu/votes/195775
197430,Engin EROGLU,Engin,EROGLU,Germany,DEU,,Renew,Renew Europe,RENEW,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,engin.eroglu@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197430.jpg,https://www.europarl.europa.eu/meps/en/197430,https://howtheyvote.eu/votes/195775
96811,Rosa ESTARÀS FERRAGUT,Rosa,ESTARÀS FERRAGUT,Spain,ESP,,EPP,European People's Party,EPP,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,rosa.estaras@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/96811.jpg,https://www.europarl.europa.eu/meps/en/96811,https://howtheyvote.eu/votes/195775
256961,Sebastian EVERDING,Sebastian,EVERDING,Germany,DEU,,The Left,The Left in the European Parliament,GUE_NGL,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,sebastian.everding@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256961.jpg,https://www.europarl.europa.eu/meps/en/256961,https://howtheyvote.eu/votes/195775
257035,Alma EZCURRA ALMANSA,Alma,EZCURRA ALMANSA,Spain,ESP,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,alma.ezcurra@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257035.jpg,https://www.europarl.europa.eu/meps/en/257035,https://howtheyvote.eu/votes/195775
197649,Gheorghe FALCĂ,Gheorghe,FALCĂ,Romania,ROU,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,gheorghe.falca@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197649.jpg,https://www.europarl.europa.eu/meps/en/197649,https://howtheyvote.eu/votes/195775
257137,Marco FALCONE,Marco,FALCONE,Italy,ITA,,EPP,European People's Party,EPP,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,marco.falcone@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257137.jpg,https://www.europarl.europa.eu/meps/en/257137,https://howtheyvote.eu/votes/195775
256823,Nikolas FARANTOURIS,Nikolas,FARANTOURIS,Greece,GRC,,S&D,Progressive Alliance of Socialists and Democrats,SD,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,nikolaos.farantouris@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256823.jpg,https://www.europarl.europa.eu/meps/en/256823,https://howtheyvote.eu/votes/195775
197589,Laurence FARRENG,Laurence,FARRENG,France,FRA,,Renew,Renew Europe,RENEW,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,laurence.farreng@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197589.jpg,https://www.europarl.europa.eu/meps/en/197589,https://howtheyvote.eu/votes/195775
256840,Jan FARSKÝ,Jan,FARSKÝ,Czechia,CZE,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,jan.farsky@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256840.jpg,https://www.europarl.europa.eu/meps/en/256840,https://howtheyvote.eu/votes/195775
1917,Markus FERBER,Markus,FERBER,Germany,DEU,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,markus.ferber@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/1917.jpg,https://www.europarl.europa.eu/meps/en/1917,https://howtheyvote.eu/votes/195775
256857,Viktória FERENC,Viktória,FERENC,Hungary,HUN,,PfE,Patriots for Europe,PFE,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,viktoria.ferenc@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256857.jpg,https://www.europarl.europa.eu/meps/en/256857,https://howtheyvote.eu/votes/195775
125046,Jonás FERNÁNDEZ,Jonás,FERNÁNDEZ,Spain,ESP,,S&D,Progressive Alliance of Socialists and Democrats,SD,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,jonas.fernandezalvarez@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/125046.jpg,https://www.europarl.europa.eu/meps/en/125046,https://howtheyvote.eu/votes/195775
96810,Carlo FIDANZA,Carlo,FIDANZA,Italy,ITA,,ECR,European Conservatives and Reformists,ECR,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,carlo.fidanza@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/96810.jpg,https://www.europarl.europa.eu/meps/en/96810,https://howtheyvote.eu/votes/195775
197607,Pietro FIOCCHI,Pietro,FIOCCHI,Italy,ITA,,ECR,European Conservatives and Reformists,ECR,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,pietro.fiocchi@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197607.jpg,https://www.europarl.europa.eu/meps/en/197607,https://howtheyvote.eu/votes/195775
257098,Gabriela FIREA,Gabriela,FIREA,Romania,ROU,,S&D,Progressive Alliance of Socialists and Democrats,SD,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,gabriela.firea@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257098.jpg,https://www.europarl.europa.eu/meps/en/257098,https://howtheyvote.eu/votes/195775
25758,Ruth FIRMENICH,Ruth,FIRMENICH,Germany,DEU,,Non-attached,Non-attached Members,NI,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,ruth.firmenich@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/25758.jpg,https://www.europarl.europa.eu/meps/en/25758,https://howtheyvote.eu/votes/195775
256906,Claire FITA,Claire,FITA,France,FRA,,S&D,Progressive Alliance of Socialists and Democrats,SD,ABSTENTION,Abstained,Abstained,2026-07-09,claire.fita@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256906.jpg,https://www.europarl.europa.eu/meps/en/256906,https://howtheyvote.eu/votes/195775
124985,Luke Ming FLANAGAN,Luke Ming,FLANAGAN,Ireland,IRL,,The Left,The Left in the European Parliament,GUE_NGL,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,lukeming.flanagan@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/124985.jpg,https://www.europarl.europa.eu/meps/en/124985,https://howtheyvote.eu/votes/195775
197414,Loucas FOURLAS,Loucas,FOURLAS,Cyprus,CYP,,EPP,European People's Party,EPP,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,loucas.fourlas@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197414.jpg,https://www.europarl.europa.eu/meps/en/197414,https://howtheyvote.eu/votes/195775
256913,Emma FOURREAU,Emma,FOURREAU,France,FRA,,The Left,The Left in the European Parliament,GUE_NGL,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,emma.fourreau@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256913.jpg,https://www.europarl.europa.eu/meps/en/256913,https://howtheyvote.eu/votes/195775
198490,Emmanouil FRAGKOS,Emmanouil,FRAGKOS,Greece,GRC,,ECR,European Conservatives and Reformists,ECR,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,emmanouil.fragkos@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/198490.jpg,https://www.europarl.europa.eu/meps/en/198490,https://howtheyvote.eu/votes/195775
257066,André FRANQUEIRA RODRIGUES,André,FRANQUEIRA RODRIGUES,Portugal,PRT,,S&D,Progressive Alliance of Socialists and Democrats,SD,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,andre.franqueirarodrigues@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257066.jpg,https://www.europarl.europa.eu/meps/en/257066,https://howtheyvote.eu/votes/195775
106936,Daniel FREUND,Daniel,FREUND,Germany,DEU,,Greens/EFA,Greens/European Free Alliance,GREEN_EFA,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,daniel.freund@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/106936.jpg,https://www.europarl.europa.eu/meps/en/106936,https://howtheyvote.eu/votes/195775
256876,Anne-Sophie FRIGOUT,Anne-Sophie,FRIGOUT,France,FRA,,PfE,Patriots for Europe,PFE,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,anne-sophie.frigout@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256876.jpg,https://www.europarl.europa.eu/meps/en/256876,https://howtheyvote.eu/votes/195775
257038,Sigrid FRIIS,Sigrid,FRIIS,Denmark,DNK,,Renew,Renew Europe,RENEW,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,sigrid.friis@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257038.jpg,https://www.europarl.europa.eu/meps/en/257038,https://howtheyvote.eu/votes/195775
197391,Heléne FRITZON,Heléne,FRITZON,Sweden,SWE,,S&D,Progressive Alliance of Socialists and Democrats,SD,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,helene.fritzon@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197391.jpg,https://www.europarl.europa.eu/meps/en/197391,https://howtheyvote.eu/votes/195775
190574,Tomasz FROELICH,Tomasz,FROELICH,Germany,DEU,,ESN,Europe of Sovereign Nations,ESN,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,tomasz.froelich@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/190574.jpg,https://www.europarl.europa.eu/meps/en/190574,https://howtheyvote.eu/votes/195775
101585,Niels FUGLSANG,Niels,FUGLSANG,Denmark,DNK,,S&D,Progressive Alliance of Socialists and Democrats,SD,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,niels.fuglsang@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/101585.jpg,https://www.europarl.europa.eu/meps/en/101585,https://howtheyvote.eu/votes/195775
257299,Kathleen FUNCHION,Kathleen,FUNCHION,Ireland,IRL,,The Left,The Left in the European Parliament,GUE_NGL,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,kathleen.funchion@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257299.jpg,https://www.europarl.europa.eu/meps/en/257299,https://howtheyvote.eu/votes/195775
256896,Angéline FURET,Angéline,FURET,France,FRA,,PfE,Patriots for Europe,PFE,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,angeline.furet@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256896.jpg,https://www.europarl.europa.eu/meps/en/256896,https://howtheyvote.eu/votes/195775
197795,Mario FURORE,Mario,FURORE,Italy,ITA,,The Left,The Left in the European Parliament,GUE_NGL,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,mario.furore@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197795.jpg,https://www.europarl.europa.eu/meps/en/197795,https://howtheyvote.eu/votes/195775
2341,Michael GAHLER,Michael,GAHLER,Germany,DEU,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,michael.gahler@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/2341.jpg,https://www.europarl.europa.eu/meps/en/2341,https://howtheyvote.eu/votes/195775
257012,Estrella GALÁN,Estrella,GALÁN,Spain,ESP,,The Left,The Left in the European Parliament,GUE_NGL,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,estrella.galan@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257012.jpg,https://www.europarl.europa.eu/meps/en/257012,https://howtheyvote.eu/votes/195775
257097,Alberico GAMBINO,Alberico,GAMBINO,Italy,ITA,,ECR,European Conservatives and Reformists,ECR,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,alberico.gambino@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257097.jpg,https://www.europarl.europa.eu/meps/en/257097,https://howtheyvote.eu/votes/195775
256970,Raquel GARCÍA HERMIDA-VAN DER WALLE,Raquel,GARCÍA HERMIDA-VAN DER WALLE,Netherlands,NLD,,Renew,Renew Europe,RENEW,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,raquel.garciahermida-vanderwalle@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256970.jpg,https://www.europarl.europa.eu/meps/en/256970,https://howtheyvote.eu/votes/195775
28298,Iratxe GARCÍA PÉREZ,Iratxe,GARCÍA PÉREZ,Spain,ESP,,S&D,Progressive Alliance of Socialists and Democrats,SD,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,iratxe.garcia-perez@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/28298.jpg,https://www.europarl.europa.eu/meps/en/28298,https://howtheyvote.eu/votes/195775
197628,Jean-Paul GARRAUD,Jean-Paul,GARRAUD,France,FRA,,PfE,Patriots for Europe,PFE,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,jean-paul.garraud@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197628.jpg,https://www.europarl.europa.eu/meps/en/197628,https://howtheyvote.eu/votes/195775
257032,Kamila GASIUK-PIHOWICZ,Kamila,GASIUK-PIHOWICZ,Poland,POL,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,kamila.gasiuk-pihowicz@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257032.jpg,https://www.europarl.europa.eu/meps/en/257032,https://howtheyvote.eu/votes/195775
28150,Kinga GÁL,Kinga,GÁL,Hungary,HUN,,PfE,Patriots for Europe,PFE,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,kinga.gal@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/28150.jpg,https://www.europarl.europa.eu/meps/en/28150,https://howtheyvote.eu/votes/195775
197702,Lina GÁLVEZ,Lina,GÁLVEZ,Spain,ESP,,S&D,Progressive Alliance of Socialists and Democrats,SD,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,lina.galvezmunoz@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197702.jpg,https://www.europarl.europa.eu/meps/en/197702,https://howtheyvote.eu/votes/195775
256986,Geadis GEADI,Geadis,GEADI,Cyprus,CYP,,ECR,European Conservatives and Reformists,ECR,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,geadis.geadi@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256986.jpg,https://www.europarl.europa.eu/meps/en/256986,https://howtheyvote.eu/votes/195775
257092,Hanna GEDIN,Hanna,GEDIN,Sweden,SWE,,The Left,The Left in the European Parliament,GUE_NGL,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,hanna.gedin@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257092.jpg,https://www.europarl.europa.eu/meps/en/257092,https://howtheyvote.eu/votes/195775
183916,Alexandra GEESE,Alexandra,GEESE,Germany,DEU,,Greens/EFA,Greens/European Free Alliance,GREEN_EFA,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,alexandra.geese@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/183916.jpg,https://www.europarl.europa.eu/meps/en/183916,https://howtheyvote.eu/votes/195775
96833,Jens GEIER,Jens,GEIER,Germany,DEU,,S&D,Progressive Alliance of Socialists and Democrats,SD,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,jens.geier@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/96833.jpg,https://www.europarl.europa.eu/meps/en/96833,https://howtheyvote.eu/votes/195775
256939,Thomas GEISEL,Thomas,GEISEL,Germany,DEU,,Non-attached,Non-attached Members,NI,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,thomas.geisel@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256939.jpg,https://www.europarl.europa.eu/meps/en/256939,https://howtheyvote.eu/votes/195775
197794,Chiara GEMMA,Chiara,GEMMA,Italy,ITA,,ECR,European Conservatives and Reformists,ECR,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,chiara.gemma@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197794.jpg,https://www.europarl.europa.eu/meps/en/197794,https://howtheyvote.eu/votes/195775
197416,Giorgos GEORGIOU,Giorgos,GEORGIOU,Cyprus,CYP,,The Left,The Left in the European Parliament,GUE_NGL,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,giorgos.georgiou@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197416.jpg,https://www.europarl.europa.eu/meps/en/197416,https://howtheyvote.eu/votes/195775
96940,Gerben-Jan GERBRANDY,Gerben-Jan,GERBRANDY,Netherlands,NLD,,Renew,Renew Europe,RENEW,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,gerbrandy@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/96940.jpg,https://www.europarl.europa.eu/meps/en/96940,https://howtheyvote.eu/votes/195775
256901,Jean-Marc GERMAIN,Jean-Marc,GERMAIN,France,FRA,,S&D,Progressive Alliance of Socialists and Democrats,SD,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,jean-marc.germain@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256901.jpg,https://www.europarl.europa.eu/meps/en/256901,https://howtheyvote.eu/votes/195775
256866,Gabriella GERZSENYI,Gabriella,GERZSENYI,Hungary,HUN,,EPP,European People's Party,EPP,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,gabriella.gerzsenyi@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256866.jpg,https://www.europarl.europa.eu/meps/en/256866,https://howtheyvote.eu/votes/195775
251874,Niels GEUKING,Niels,GEUKING,Germany,DEU,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,niels.geuking@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/251874.jpg,https://www.europarl.europa.eu/meps/en/251874,https://howtheyvote.eu/votes/195775
124807,Jens GIESEKE,Jens,GIESEKE,Germany,DEU,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,jens.gieseke@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/124807.jpg,https://www.europarl.europa.eu/meps/en/124807,https://howtheyvote.eu/votes/195775
125204,Borja GIMÉNEZ LARRAZ,Borja,GIMÉNEZ LARRAZ,Spain,ESP,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,borja.gimenezlarraz@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/125204.jpg,https://www.europarl.europa.eu/meps/en/125204,https://howtheyvote.eu/votes/195775
125052,Juan Carlos GIRAUTA VIDAL,Juan Carlos,GIRAUTA VIDAL,Spain,ESP,,PfE,Patriots for Europe,PFE,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,juancarlos.girautavidal@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/125052.jpg,https://www.europarl.europa.eu/meps/en/125052,https://howtheyvote.eu/votes/195775
202036,Sunčana GLAVAK,Sunčana,GLAVAK,Croatia,HRV,,EPP,European People's Party,EPP,DID_NOT_VOTE,Did not vote,Did not vote,2026-07-09,suncana.glavak@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/202036.jpg,https://www.europarl.europa.eu/meps/en/202036,https://howtheyvote.eu/votes/195775
197694,Raphaël GLUCKSMANN,Raphaël,GLUCKSMANN,France,FRA,,S&D,Progressive Alliance of Socialists and Democrats,SD,ABSTENTION,Abstained,Abstained,2026-07-09,raphael.glucksmann@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197694.jpg,https://www.europarl.europa.eu/meps/en/197694,https://howtheyvote.eu/votes/195775
197443,Andreas GLÜCK,Andreas,GLÜCK,Germany,DEU,,Renew,Renew Europe,RENEW,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,andreas.glueck@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197443.jpg,https://www.europarl.europa.eu/meps/en/197443,https://howtheyvote.eu/votes/195775
840,Charles GOERENS,Charles,GOERENS,Luxembourg,LUX,,Renew,Renew Europe,RENEW,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,charles.goerens@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/840.jpg,https://www.europarl.europa.eu/meps/en/840,https://howtheyvote.eu/votes/195775
256919,Christophe GOMART,Christophe,GOMART,France,FRA,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,christophe.gomart@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/256919.jpg,https://www.europarl.europa.eu/meps/en/256919,https://howtheyvote.eu/votes/195775
257075,Isilda GOMES,Isilda,GOMES,Portugal,PRT,,S&D,Progressive Alliance of Socialists and Democrats,SD,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,isilda.gomes@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257075.jpg,https://www.europarl.europa.eu/meps/en/257075,https://howtheyvote.eu/votes/195775
257059,Bruno GONÇALVES,Bruno,GONÇALVES,Portugal,PRT,,S&D,Progressive Alliance of Socialists and Democrats,SD,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,bruno.goncalves@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257059.jpg,https://www.europarl.europa.eu/meps/en/257059,https://howtheyvote.eu/votes/195775
257079,Sérgio GONÇALVES,Sérgio,GONÇALVES,Portugal,PRT,,S&D,Progressive Alliance of Socialists and Democrats,SD,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,sergio.sousagoncalves@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/257079.jpg,https://www.europarl.europa.eu/meps/en/257079,https://howtheyvote.eu/votes/195775
197718,Nicolás GONZÁLEZ CASARES,Nicolás,GONZÁLEZ CASARES,Spain,ESP,,S&D,Progressive Alliance of Socialists and Democrats,SD,FOR,Said no to action against child sexual abuse,Voted for rejection,2026-07-09,nicolas.casares@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/197718.jpg,https://www.europarl.europa.eu/meps/en/197718,https://howtheyvote.eu/votes/195775
125027,Esteban GONZÁLEZ PONS,Esteban,GONZÁLEZ PONS,Spain,ESP,,EPP,European People's Party,EPP,AGAINST,Voted to fight sexual abuse online,Voted against rejection,2026-07-09,esteban.gonzalezpons@europarl.europa.eu,https://www.europarl.europa.eu/mepphoto/125027.jpg,https://www.europarl.europa.eu/meps/en/125027,https://howtheyvote.eu/votes/195775
